id,show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,duration_int,duration_type
ts554,s554,tv show,the new detectives,,,,2021-07-01,1996,tv-pg,"crime, drama, mystery","from the forensics labs at the smithsonian institution to the atf bomb laboratory and the armed forces institute of pathology, the new detectives profiles the work of world-renowned forensics experts and criminal investigators and the techniques they use to solve murders and other crimes.",5,seasons
ts555,s555,movie,the unknown girl,,,,2021-07-01,2016,g,"drama, international, mystery","after a mysterious young woman dies on her doorstep, a guilt-ridden doctor embarks on an obsessive quest to learn the truth about what happened.",106,min
ts556,s556,movie,they came together,,,,2021-07-01,2014,r,"comedy, drama, romance","a couple (paul rudd, amy poehler) meet cute, fall in love, break up and get back together in this hilarious rom-com spoof.",83,min
ts557,s557,movie,timeline,,,,2021-07-01,2003,pg-13,"action, adventure, science fiction","the son of an archaeologist must time travel to 14th-century france to rescue his professor father, who has slipped through a wormhole.",116,min
ts558,s558,movie,tooth fairy,,,"united states, canada",2021-07-01,2010,pg,"comedy, family, kids",dwayne johnson is a hockey-playing hellion who turns into a tutu-wearing tooth fairy to atone for his bad behavior in this family film.,102,min
ts559,s559,movie,twisted,,,,2021-07-01,2004,r,"crime, drama, thriller",ashley judd stars as a san francisco homicide cop whose lovers begin turning up as the victims of a serial killer.,97,min
ts560,s560,movie,underworld,,,,2021-07-01,2003,r,"action, thriller","a beautiful vampire warrior is entrenched in a war between the vampire and werewolf races. although she is aligned with the vampires, she falls in love with a werewolf who longs for the war to end.",121,min
ts561,s561,movie,underworld awakening,,,,2021-07-01,2012,r,"action, adventure, horror","when human forces discover the existence of the vampire and lycan clans, a war to eradicate both species commences. the vampire warrioress selene leads the battle against humankind.",89,min
ts562,s562,movie,underworld: evolution,,,,2021-07-01,2006,tv-14,"action, adventure, drama",vampire warrior selene and werewolf michael hunt for clues to reveal the history the war between their races.,86,min
ts563,s563,movie,underworld: rise of the lycans,,,,2021-07-01,2009,r,"action, adventure, horror","the prequel story traces the origins of the centuries-old blood feud between the aristocratic vampires known as death dealers and their onetime slaves, the lycans. in the dark ages, a young lycan named lucian (michael sheen) emerges as a powerful leader.",92,min
ts564,s564,tv show,big food bucket list,,,,2021-06-30,2019,tv-g,"cooking & food, lifestyle & culture","in big food bucket list, host and comedian john catucci (you gotta eat here!) eats his way across north america, checking the most mouth-watering dishes of his bucket list. from hamburgers to high end plates, he’s setting out to try them all – and you’re invited!",2,seasons
ts565,s565,movie,escape to alcatraz,,,,2021-06-30,2021,g,documentaries,"in 1969, a group of native americans took an abandoned prison, alcatraz, and claimed it for their own. the 19 month occupation helped people across the country understand what happening on reservations. after 50 years, we reveal the how the story was covered with news film that that has been seen in over 5 decades.",,
ts566,s566,movie,hansel & gretel: witch hunters,,,,2021-06-30,2013,tv-ma,"action, adventure, horror","hansel & gretel are bounty hunters who track and kill witches. as the fabled blood moon approaches, the siblings encounter a new form of evil that might hold a secret to their past.",88,min
ts567,s567,movie,jack reacher,,,,2021-06-30,2012,pg-13,"action, adventure, mystery",a homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims. based on a book in lee child's crime series.,127,min
ts568,s568,movie,on the red carpet,,,,2021-06-30,2021,g,news,"on the red carpet brings you exclusive access to the celebrities, shows and movies you love, as well as the best in entertainment news.",,
ts569,s569,tv show,texas true crime,,,,2021-06-30,2020,g,documentaries,"everything is bigger in texas, even the crime. the lone star state is home to some of the most brutal crimes in the country, and the most bizarre and outrageous. texas true crime takes you on a journey through firsthand bone-chilling accounts and never-before-seen photos and video from the investigations.",1,season
ts570,s570,movie,tmz investigates: ufos: the pentagon proof,,,,2021-06-30,2021,g,reality,analyzing the u.s. government's official response to ufo conversations from an investigative standpoint; interviews with key players; new footage of ufos from the deck of a uss naval ship.,,
ts571,s571,tv show,wall of chefs,,,,2021-06-30,2020,tv-g,"cooking & food, lifestyle & culture","four home cooks will enter the wall of chefs kitchen to face-off in three intense rounds of culinary challenges. in the first round, they must prepare their crowd-pleasers, in the second round they will be challenged to create a dish using three staple ingredients from the home fridge of one of the chefs, and in the third and final round, cooks will be inspired by a chef’s signature dish to make their own restaurant-worthy creation.",1,season
ts572,s572,movie,bratz: the movie,,,,2021-06-29,2007,pg,"comedy, family, kids",four diverse girls aim to shatter their high school's divisive clique social system in this film inspired by the popular bratz dolls.,102,min
ts573,s573,movie,harvie and the magic museum,,,,2021-06-29,2017,tv-pg,"action, adventure, comedy",a video game whiz must put his skills to the test to save an old puppet museum and his city from a power-hungry villain.,86,min
ts574,s574,tv show,tulsa burning: the 1921 race massacre,,,,2021-06-29,2021,tv-14,"documentaries, history","an in-depth, sobering look at the tragic events of a century ago. focusing on a specific period, from the birth of black wall street to its catastrophic downfall over the course of two bloody days, and finally the fallout and reconstruction.",1,season
ts575,s575,movie,safer at home,,,,2021-06-27,2021,g,"horror, thriller","two years into the pandemic, a group of friends throw a wild online party. after taking ecstasy, things go terribly wrong and the safety of their homes becomes more terrifying than the raging chaos outside.",85,min
ts576,s576,tv show,the choe show,,,,2021-06-26,2021,tv-ma,"lifestyle & culture, news","world-renowned artist david choe turns his eccentric, compassionate and disruptive worldview into a lens for an audience to experience a kind of radical empathy for others. from the walls of his childhood home, choe takes his guests on a journey where he is both a motivational interviewer and compassionate listener. while using the acts of art and play, both choe and his guests depart on a journey of shared emotional experience. it is through their bonded and authentic connection that choe is able to bring forth an of-the-moment honesty to the portraiture he’s creating.",1,season
ts577,s577,movie,false positive,,,,2021-06-25,2021,tv-ma,"horror, thriller","after months of trying and failing to get pregnant, lucy and adrian finally find their dream fertility doctor in dr. hindle (pierce brosnan). but after becoming pregnant with a healthy baby girl, lucy begins to notice something sinister about dr. hindle",93,min
ts578,s578,tv show,junior chef showdown,,,,2021-06-25,2020,tv-g,"cooking & food, lifestyle & culture, reality","small cooks display extra-large talent on junior chef showdown, a new culinary competition series that showcases extraordinary young chefs between the ages of 9 and 13. each week they face a skills test and a cooking challenge that determine who leaves the kitchen and who survives to cook another day. judging and mentoring the participants are celebrity chefs lynn crawford, anna olson and jordan andino. the final three kid cooks go head-to-head for the junior chef showdown title, a cash prize of $25,000 and a family vacation courtesy of air transat!",2,seasons
ts579,s579,tv show,the chris rock show,,,,2021-06-25,1997,g,comedy,actor-comedian chris rock hosts this emmy(r)-winning comedy/music/talk series that features a riotous blend of brash wit and high energy.,2,seasons
ts580,s580,tv show,when nature calls with helen mirren,,,,2021-06-25,2021,tv-pg,"documentaries, reality, science & technology",helen mirren narrates a humorous look at the lighter side of the natural world.,1,season
ts581,s581,movie,elvis presley: the searcher,,,,2021-06-24,2018,tv-pg,"documentaries, music","experience the king, elvis presley, as you've never seen him before in this two-part documentary.",,
ts582,s582,movie,battle over britney: the conservatorship hearing,,,,2021-06-23,2021,g,news,a spotlight on pop star britney spears ahead of her speaking out in court for the first time on her controversial conservatorship.,,
ts583,s583,tv show,capital one: college bowl,,,,2021-06-23,2021,tv-pg,"game shows, reality, sports","peyton manning hosts and his brother cooper serves as sidekick as students from rival colleges compete in the ultimate academic challenge, where teams are tested on a variety of subjects in a tournament with $1 million in scholarships on the line.",1,season
ts584,s584,tv show,motherland: fort salem,,,"united states, canada",2021-06-23,2020,tv-14,"drama, science fiction",three young witches with basic training in combat magic prepare to defend the country against looming terrorist threats by using supernatural tactics and weapons.,2,seasons
ts585,s585,movie,monster trucks,,,,2021-06-22,2017,pg,"action, adventure, comedy","looking for any way to get away from the life and town he was born into, tripp (lucas till), a high school senior, builds a monster truck from bits and pieces of scrapped cars.",105,min
ts586,s586,tv show,blood on the wall,,,,2021-06-21,2020,g,documentaries,this documentary explores the depths of corruption plaguing mexico and the policies of the past that have made it impossible for everyday people to find justice.,1,season
ts587,s587,tv show,cutthroat kitchen,,,united states,2021-06-21,2013,tv-g,"cooking & food, family, lifestyle & culture","chefs get $25,000 and chances to spend that money on helping themselves or sabotaging competitors.",14,seasons
ts588,s588,tv show,family home overhaul,,,,2021-06-21,2020,tv-g,lifestyle & culture,"family home overhaul is a heartwarming, emotion stirring renovation series that celebrates the joy of paying it forward. in each stand-alone episode, a deserving family is introduced, who are known to always put others before themselves - despite their own personal struggles and challenges. it is because of this, their community nominates the family to receive a life-changing renovation that will transform their lives as well as their home. while the family is sent away on a well-deserved holiday, a dream team of renovators, contractors, and designers come in and transform their space. with the helping hands of friends and neighbours, everyone works together to create a home perfectly customized to reflect the family's unique needs. when the family returns, they are joined by their grateful community and the proud renovation team to experience the stunning reveal of their new home.",1,season
ts589,s589,tv show,farmhouse facelift,,,,2021-06-21,2021,tv-pg,lifestyle & culture,"siblings billy and carolyn are a professional renovation team who grew up on their own family’s farm, learning firsthand how to restore and reclaim the charm of heritage homes. in the series, carolyn’s stunning designs and billy’s custom craftsmanship tackle the toughest farmhouse renovations, bringing stunning designs and customized modern conveniences to each new project. breathing new life into these spectacular vintage spaces, they give each project a fresh start for the next generation of homeowners.",1,season
ts590,s590,tv show,hot market,,,,2021-06-21,2020,g,lifestyle & culture,"hot market is an exciting new real estate show for hgtv canada. the series follows top real estate agents odeen eccleston, rizwan malik, rana khaled, david cinelli and stephanie adams as they navigate the high stakes world of one of canada’s most competitive housing market. these agents are always hustling to land the biggest listings, find their buyers the most luxurious dream homes, and earn their clients top dollar through transformative renovations and staging. in order for these agents to make it in this hot market, it’s all about the buy, the sell and the hustle.",1,season
ts591,s591,tv show,switched at birth,,,,2021-06-21,2011,tv-14,"drama, family, teen","sixteen years ago, one mistake changed two families forever when two newborns were switched at birth. bay grew up in a wealthy family while daphne, who lost her hearing as a child, was raised by a single mom in a working class neighborhood.",5,seasons
ts592,s592,tv show,worst cooks in america,,,united states,2021-06-21,2010,tv-g,"cooking & food, family, lifestyle & culture",chefs anne burrel and beau macmillan coach twelve of the worst cooks in america to transform them into gourmands.,2,seasons
ts593,s593,movie,the guilt trip,,,,2021-06-20,2012,tv-14,"comedy, drama","pressured into taking his overbearing mother along for the ride, a man embarks on the road trip of a lifetime.",96,min
ts594,s594,tv show,juneteenth: together we triumph -- a soul of a nation special event,,,,2021-06-19,2021,g,documentaries,"""good morning america"" co-anchor michael strahan interviews former pres. barack obama. leslie odom jr. guest hosts with performances by jimmie allen, chloe bailey and leon bridges.",1,season
ts595,s595,movie,rise again: tulsa and the red summer,,,,2021-06-18,2021,g,documentaries,the discovery of a mass grave in tulsa oklahoma begins to unearth the hidden history of racial violence in america.,,
ts596,s596,movie,the doorman,,,,2021-06-18,2020,r,"action, thriller","a former marine turned doorman (ruby rose, john wick: chapter 2) must call upon all her lethal fighting skills to protect her sister's family and stop a group of vicious art thieves at a new york city high-rise.",97,min
ts597,s597,tv show,the hustler,,,,2021-06-18,2021,tv-pg,"game shows, reality","follow five contestants as they collaborate to answer a series of trivia questions worth $10,000 each, with the goal of building a collective prize pot that increases with each correct answer. the catch? one of the five contestants, already knows the answers but must keep their identity a secret in order to have a shot at winning the grand prize.",1,season
ts598,s598,tv show,abc nightline,,,united states,2021-06-17,1980,tv-14,news,"nightline, television's most esteemed late-night news program provides viewers with in-depth reporting on the major stories in the news.",3,seasons
ts599,s599,tv show,dave,,,united states,2021-06-17,2020,tv-ma,"comedy, sitcom","""dave"" centers on a neurotic man in his late 20s who has convinced himself that he's destined to be one of the best rappers of all time. now he must convince his closest friends, because with their help, he actually might convince the world. simultaneously exasperating and inspiring to his friends, he vows to leave no stone unturned on his quest to become the next superstar. the half-hour comedy is based on the life of rapper and comedian dave burd, better known by his stage name lil dicky.",2,seasons
ts600,s600,tv show,jóvenes y rebeldes,,,,2021-06-17,1999,g,"comedy, latino","esta comedia dramática nostálgica producida por el ganador del emmy, judd apatow, y el creador de series, paul feig, trata sobre la experiencia universal de la adolescencia vivida por los fenómenos y nerds de una secundaria de michigan cercade 1980.",1,season
ts601,s601,movie,phobias,,,,2021-06-17,2021,r,"horror, thriller","five dangerous patients, suffering from extreme phobias at a government testing facility, are put to the ultimate test under the supervision of a crazed doctor and his quest to weaponize fear.",86,min
ts602,s602,tv show,accused: guilty or innocent?,,,,2021-06-15,2020,tv-14,"crime, documentaries, drama","a man shoots his wife, and it's all caught on camera. was this a cold-blooded murder or a justified act of self-defense?",1,season
ts603,s603,tv show,alone,,,united states,2021-06-15,2015,tv-14,"action, adventure, documentaries","in alone, ten men are left in solitude, and separated from each other, in the harsh vancouver island wilderness. with no camera crews or producers, they have to survive using only what they can stuff into a backpack. they will hunt, build shelters and fend off predators as they face extreme isolation, psychological distress and the terrifying plunge into the unknown.",7,seasons
ts604,s604,tv show,alone: the beast,,,,2021-06-15,2020,tv-pg,"action, adventure, reality","three strangers attempt to endure 30 days in a remote wilderness location with no tools or modern amenities; faced with extreme challenges, it'll take all their ingenuity and stamina to work together as a team and survive.",1,season
ts605,s605,tv show,america: our defining hours,,,,2021-06-15,2020,tv-14,"documentaries, drama, history","from the mayflower to the civil war to the tragedy on september 11, america: our greatest hours draws upon 300+ years of us history to tell the emotional tale of how the us seized moments of crisis to create a better tomorrow.",1,season
ts606,s606,movie,born to play,,,,2021-06-15,2020,g,"documentaries, news","spend a season with the boston renegades, a women’s semi-professional tackle football team on a path for redemption after losing the national championship the previous year.",93,min
ts607,s607,tv show,dance moms,,,,2021-06-15,2010,tv-pg,"family, lifestyle & culture, reality","set in pittsburgh's renowned abby lee dance company, owned and operated by notoriously demanding and passionate instructor abby lee miller, dance moms follows children's early steps on the road to stardom, and their doting mothers who are there for every rehearsal, performance and all under the discerning eye of miller.",5,seasons
ts608,s608,tv show,duck dynasty,,,united states,2021-06-15,2012,tv-pg,"documentaries, reality","meet the robertsons, a louisiana bayou family living the american dream. a mom-and-pop operation, the duck commander business has become a sporting empire by making top-of-the-line duck calls and decoys.",1,season
ts609,s609,tv show,forged in fire,,,united states,2021-06-15,2015,tv-pg,"documentaries, history, reality","forged in fire is a competition show pitting master weapon makers against each other. each week, four of the best blade smiths in the country will come together to put both their skills and reputations on the line.",3,seasons
ts610,s610,movie,gone girl,,,united states,2021-06-15,2014,tv-ma,"crime, drama, mystery","on the occasion of his fifth wedding anniversary, a magazine writer reports that his beautiful wife – famous for being the inspiration for her parents' beloved children's books – has gone missing. presented by fxm",146,min
ts611,s611,movie,her deadly sugar daddy,,,,2021-06-15,2020,tv-14,"horror, thriller","after graduating from college, 21-year-old bridget moves to a new town. desperately needing a job to support her budding writing career, she takes a job as an executive assistant to business tycoon anthony gloss.",91,min
ts612,s612,movie,her name is chef,,,,2021-06-15,2021,g,documentaries,"her name is chef showcases 6 amazingly talented, inspiring, females of the kitchen. each share their triumphs in cutting through the clichés of the restaurant industry, and explore how they broke down the doors to ‘earn’ the title of chef.",99,min
ts613,s613,tv show,married at first sight,,,united states,2021-06-15,2014,tv-14,reality,"in the big city, true love is increasingly hard to achieve. but what if six brave souls, yearning for romance and a loving partnership, agree to a provocative proposal: getting married at first sight?",7,seasons
ts614,s614,tv show,michael smerconish: things i wish i knew before i started talking,,,,2021-06-15,2020,g,documentaries,"michael smerconish celebrates his 30th year as a talk radio host in a dynamic one-man performance, recorded live during a pandemic. the result is both an intimate memoir and a unique explanation of the origin of a nation’s partisan divide.",1,season
ts615,s615,tv show,mountain men,,,,2021-06-15,2013,tv-pg,"news, reality, science & technology","it's a race against winter for men who make their living off the land - hunting, fishing and trapping to put food on the table. for mountain men, survival is predicated on using ancient skills perfected over hundreds of years. follow the lives of four american men and their families as they strive for the sustenance they need to make it through the harshest season.",1,season
ts616,s616,movie,nasrin,,,,2021-06-15,2020,g,documentaries,"secretly filmed in iran: an immersive portrait of courageous human rights activist and political prisoner, nasrin sotoudeh, and iran’s remarkable women’s rights movement. narrated by olivia colman.",91,min
ts617,s617,tv show,the celebrity dating game,,,,2021-06-15,2021,tv-14,"game shows, reality","hosted by actress and singer-songwriter zooey deschanel and multiple grammy-winning singer-songwriter michael bolton, ""the celebrity dating game"" offers a wry wink at modern dating with a star-studded roster of celebrity singles from television, music, comedy, reality tv and feature film in their pursuit to find love. offering the same iconic feel as the original classic dating show, each episode follows two celebrities who each pick one lucky suitor from a hidden panel of three bachelors and/or bachelorettes based on answers to a variety of questions. but there's a twist! the celebrity identities will remain a mystery to their suitors, who are given clues via hilarious parody song performances by host michael bolton.",1,season
ts618,s618,movie,the obituary of tunde johnson,,,,2021-06-15,2019,g,"drama, lgbtq+, thriller","a wealthy, nigerian-american teen is pulled over by police, shot to death and immediately awakens, reliving the same day over and over, trapped in a terrifying time loop - forced to confront difficult truths about his life and himself.",104,min
ts619,s619,tv show,rūrangi,,,,2021-06-14,2021,g,"documentaries, international, lgbtq+","after skipping town a decade ago, transgender activist caz davis returns to the remote, politically divided dairy community of rūrangi, hoping to reconnect with his estranged father, who hasn’t heard from him since before caz transitioned.",1,season
ts620,s620,movie,the housewife and the hustler,,,,2021-06-14,2021,g,documentaries,"abc news originals goes inside the real-life legal drama facing the husband of ""the real housewives of beverly hills"" cast member erika jayne, legal titan tom girardi. once considered a crusader of justice, girardi now stands accused of embezzling from the victims he swore to protect.",,
ts621,s621,tv show,blindspotting,,,,2021-06-13,2021,tv-ma,"comedy, drama","“blindspotting” centers on ashley, who is nipping at the heels of a middle-class life in oakland until miles, her partner of 12 years and father of their son, is suddenly incarcerated, leaving her to navigate a chaotic and humorous existential crisis when she is forced to move in with miles’ mother and half-sister. the series stars jasmine cephas jones as “ashley”; benjamin turner as “earl,” who is fresh out of prison, wearing an ankle monitor and just trying to kill time and lay low; candace nicholas-lippman as “janelle,” ashley’s close friend who’s just returned to the neighborhood after spending many years in bali; jaylen barron as “trish,” miles’ half-sister, atticus woodward as “sean,” ashley and miles’ sweet, smart and energetic son; helen hunt as “rainey,” miles’ mother who has strong opinions; and rafael casal who reprises his role as “miles,” ashley’s ride-or-die partner and father of their son.",1,season
ts622,s622,movie,willy's wonderland,,,,2021-06-13,2021,g,"action, horror","a loner (nic cage) wages war against possessed animatronic mascots while trapped inside willy's wonderland, an abandoned family fun center.",89,min
ts623,s623,movie,ufc 263,,,,2021-06-12,2021,g,sports,ufc 263: adesanya vs. vettori 2,,
ts624,s624,movie,come true,,,,2021-06-11,2020,g,"horror, science fiction","looking for an escape from her recurring nightmares, 18-year-old sarah submits to a university sleep study, but soon realizes she's become the conduit to a frightening new discovery.",105,min
ts625,s625,tv show,"love, victor",,,united states,2021-06-11,2020,tv-14,"drama, lgbtq+, latino","set in the world of the original 2018 film “love, simon,” the series follows victor, a new student at creekwood high school on his own journey of self-discovery, facing challenges at home, adjusting to a new city, and struggling with his sexual orientation. when it all seems too much, he reaches out to simon to help him navigate the ups and downs of high school.",2,seasons
ts626,s626,tv show,pride on abc news live,,,,2021-06-11,2021,g,news,"“pride on abc news live” will take audiences on a dive deep into current events affecting the lgbtq, including guest interviews and insightful conversation from within the lgbtq community and its allies.",1,season
ts627,s627,tv show,the real housewives of potomac,,,united states,2021-06-11,2016,tv-14,"black stories, reality","throughout potomac, maryland are a handful of old-line, wealthy african-american families who have historically broken racial barriers to provide the best life possible for their children.",5,seasons
ts628,s628,movie,the real rebel: the erin brockovich story,,,,2021-06-11,2021,g,news,"you’ve seen the movie. you’ve seen the tv series. now, hear erin brockovich tell the real story.",,
ts629,s629,tv show,house rules,,,,2021-06-10,2020,g,reality,"eight couples put their most important possession – their homes – on the line, for a huge, life-changing cash prize. in season eight, the couples’ first task is to renovate a penthouse apartment, following five house rules created by the judges. over two sets of rounds, two couples are eliminated. the six remaining couples then travel around the country to completely renovate each other’s homes. every week, one couple hands over the keys of their home to their competitors, to transform every room in their house in seven days – in any way they want. renovation in seven days. each homeowner issues their own set of ‘house rules’ – a list of do’s and don’ts. but rules are meant to be broken! how far can each team go to transform their homes? will the teams return to a dream house or to their worst nightmare? a group of home professionals – british design star laurence llewelyn-bowen, interior designer kyly clarke and home builder saul myers – and the homeowners judge the results.",1,season
ts630,s630,tv show,masterchef,,,united states,2021-06-10,2010,tv-pg,"cooking & food, family, lifestyle & culture","a culinary competition series that searches for the best home cooks in america, and through a series of exciting elimination rounds, will turn one of them into a culinary master.",11,seasons
ts631,s631,tv show,sarah beeny's renovate don't relocate,,,,2021-06-10,2019,g,"international, reality","expert developer and tv host sarah beeny comes to the aid of homeowners living in a property that no longer works for them. from newlyweds and new parents, to people who work from home, she shows them how a little design know-how can improve their lifestyle, save them money and prevent them having to move home.",1,season
ts632,s632,tv show,the great house revival,,,,2021-06-10,2018,g,"lifestyle & culture, reality","presented by architect hugh wallace, this charming series follows six homeowners in ireland as they try to restore and transform their derelict properties into comfortable homes fit for the 21st century – while saving a piece of the country’s architectural heritage.",2,seasons
ts633,s633,movie,trust,,,,2021-06-10,2021,g,"drama, romance","in this sexy and twisty ride, new york gallery owner brooke and her husband owen each face exceptional temptations, with most unexpected results.",94,min
ts634,s634,movie,two of us,,,,2021-06-10,2019,g,"drama, international, lgbtq+","two retired women, nina and madeleine, have been secretly in love for decades. everybody thinks they are simply neighbors, sharing the top floor of their building, until an unforeseen event tests their relationship.",95,min
ts635,s635,tv show,lego masters,,,united states,2021-06-09,2020,tv-g,"game shows, reality",twelve teams of two compete against each other in ambitious brick-building challenges to be crowned the country's most talented amateur lego builders.,2,seasons
ts636,s636,movie,the croods: a new age,,,,2021-06-09,2020,pg,"action, adventure, comedy","in search of a new home, the croods encounter the more sophisticated betterman family. a new threat forces the two families to set aside their differences to avoid extinction.",95,min
ts637,s637,tv show,hell's kitchen,,,united states,2021-06-08,2005,tv-14,"cooking & food, family, lifestyle & culture",an unscripted culinary boot camp that features the drama of aspiring restaurateurs competing for world-renowned chef gordon ramsay’s approval and the chance to become america’s next culinary star.,11,seasons
ts638,s638,tv show,killer women with piers morgan,,,,2021-06-08,2017,tv-14,"crime, documentaries","killer women with piers morgan explores the world of female killers, digging in on motives and reasons why they ultimately commit the crime of murder.",2,seasons
ts639,s639,movie,the american royal baby,,,,2021-06-07,2021,g,news,an insider's look at the life prince harry and meghan markle's new daughter has as the first american born into the senior british royal family in the u.s.,,
ts640,s640,tv show,the chase,,,united states,2021-06-07,2021,tv-pg,"game shows, reality","a heart-racing quiz show where three competitors face off against the chaser, a ruthless quiz genius determined to stop them from winning cash prizes. each episode is a fast-paced battle of brainpower, where contestants are challenged to think faster than they ever thought possible to answer up to 166 questions across all topics.",1,season
ts641,s641,tv show,the insider: reggie yates,,,,2021-06-07,2016,g,"crime, documentaries",the insider sees tv presenter reggie yates live life for real inside some of the world’s most brutal institutions.,2,seasons
ts642,s642,tv show,tom kerridge's american feast,,,,2021-06-07,2019,g,documentaries,"the usa has given us some of the most famous foods on the planet. but beyond popcorn, burgers and hot dogs, how much do we really know about american cuisine? in this 10-part series, top chef tom kerridge travels from coast to coast across america to find the country’s best kept food secrets. from comforting pancakes and maple syrup in vermont to meaty tacos in tucson, this is an exciting culinary adventure to unearth the united states’ best recipes and flavours. travelling east to west, tom’s journey captures the heart and soul of american food. from rustling up conch fritters in the florida keys and sampling soul food in oakland to cooking up mountain elk in colorado – each sizzling episode will feature stunning locations and iconic american cuisine. every show, tom will experience delicious dishes with the help of local chefs and home-grown cooks. whether they’re a street food extraordinaire or a high-end restaurateur, tom will bring out their captivating personal stories. we’ll see him gathering ingredients out in the tucson desert, fishing in the florida keys, sculpting pierogi in pittsburgh’s polish district, and foraging along the california coastline – in each place delving into the fascinating histories of each area’s distinctive cuisine. in each episode he’ll take all he’s learned back to his studio kitchen, combining it with two decades of experience in britain’s best kitchens, to create mouth-watering dishes that you can make at home. iconic locations and flavour-packed recipes, tom kerridge’s american feast is a taste-bud tickling adventure into some of the world’s best-loved foods.",1,season
ts643,s643,tv show,little birds,,,,2021-06-06,2020,g,"drama, romance","“little birds” follows new york heiress lucy savage (juno temple) fresh off the transatlantic steamer and ready for love and marriage in exotic climes. but when her husband hugo (hugh skinner) does not receive her in the way she expected, she spins off into the surprising, diverse and degenerate world of tangier in 1955. period drama about an ingénue abroad this is not. instead, “little birds” is a modern tale of a woman losing and then finding herself down a mesmerizing rabbit hole. what lucy discovers is a world in flux, a country quivering on the cusp of independence, populated by a myriad of characters including a provocative dominatrix, cherifa lamor (yumna marwan) who particularly captures lucy’s imagination. “little birds” is a bold and subversive re-invention of melodrama for our times that takes the audience on a witty, moving and provocative journey towards freedom and independence.",1,season
ts644,s644,tv show,the kings,,,,2021-06-06,2021,g,"documentaries, sports","a four-part series showcasing four champions who ushered in a boxing renaissance. as the recession of the late 70s gave way to the capitalism of the 80s, the underrepresented yearned for someone to fight for them. amidst this backdrop, roberto duran, marvelous marvin hagler, thomas hearns and sugar ray leonard became the people?s champions and revitalized the sport of boxing. through in-depth interviews and archival footage, the series showcases their incredible achievements in the ring as well as their personal battles outside of it.",1,season
ts645,s645,movie,juan luis guerra 4.40: entre mar y palmeras,,,,2021-06-04,2021,tv-pg,"documentaries, international, latino",juan luis guerra and his band perform a mix of new and classic hits in this concert from the dominican republic. premieres june 3.,,
ts646,s646,tv show,quest for the stanley cup,,,,2021-06-04,2018,g,"documentaries, sports","a seven-part, behind-the-scenes docuseries following teams as they pursue the stanley cup.",4,seasons
ts647,s647,movie,a glitch in the matrix,,,,2021-06-03,2021,g,documentaries,"are we living in a simulation? filmmaker rodney ascher (room 237, the nightmare) wrestles with this existential question in his latest documentary, a multimedia journey that's part sci-fi mind-scrambler, part true-crime horror story.",109,min
ts648,s648,movie,night of the kings,,,,2021-06-03,2020,tv-ma,"drama, international","a young man is sent to a prison in the middle of the ivorian forest ruled by its inmates. as tradition goes with the rising of the red moon, he is designated by the boss to be the new “roman” and must tell a story to the other prisoners.",93,min
ts649,s649,tv show,america's got talent,,,united states,2021-06-02,2006,tv-14,"family, music, reality",america votes in the ultimate talent show to determine which act deserves a million dollars.,1,season
ts650,s650,tv show,e60,,,,2021-06-02,2017,g,"documentaries, sports",espn's award-winning primetime news magazine show featuring the biggest names and the best stories in sports.,2,seasons
ts651,s651,tv show,american ninja warrior,,,united states,2021-06-01,2012,tv-pg,"action, adventure, family","american competitors face the world's most difficult obstacle course in japan for the chance to win $500,000.",1,season
ts652,s652,movie,bloody sunday,,,,2021-06-01,2002,r,"drama, history","paul greengrass' ""magnetic and impassioned""* drama is a ""staggering re-creation""** of the events of sunday, january 30th, 1972 when british troops clashed with unarmed protestors in derry, northern ireland.",111,min
ts653,s653,movie,changing the game,,,,2021-06-01,2021,tv-14,documentaries,"changing the game takes us into the lives of three high school athletes – all at different stages of their athletic seasons, personal lives, and unique paths as transgender teens.",91,min
ts654,s654,tv show,drag sos,,,,2021-06-01,2019,g,reality,"narrated by hugh bonneville (downton abbey), this outrageous and emotional series follows inspiring drag queens cheddar gorgeous and anna phylactic along with their authentic drag family as they embark on their first ever glamorous national road trip. their aim: to unleash britain’s inner drag – and help ordinary brits go on a voyage of self-discovery as they transform into a bigger, better, drag-enhanced version of themselves. funny, glamorous and razor sharp drag queens cheddar gorgeous, anna phylactic and the family live in manchester where they host the monthly “cha cha boudoir,” and teach unconfident and uncertain guests how to dress, make up and unleash their inner diva, a journey they’ve made themselves. drag is about finding your most glamorous route to self-confidence and the family tours britain in their bus to work with people with their own stories to tell. can they convince the unconstructed man, the downtrodden woman, and the anxious teenager to come together and unleash a new side of themselves? each show sees them work within a community, leading to a huge lip sync performance, in front of family, friends and the locals from the town who witness a transformation they could never have imagined.",1,season
ts655,s655,movie,fun in acapulco,,,united states,2021-06-01,1963,pg,"comedy, music",fun in acapulco portrays elvis as a sexy lifeguard by day who transforms himself into a popular entertainer at night by singing at a local mexican resort.,97,min
ts656,s656,movie,hanging up,,,,2021-06-01,2000,pg-13,comedy,"moving comedy/drama about three sisters (diane keaton, meg ryan, lisa kudrow) and their relationship with their irascible father (walter matthau). screenplay by nora & delia ephron. directed by keaton.",95,min
